Plate;Infraction ID;Fine Amount;Issuing Agency;Issue Date;County Name
GBP6181;20;60.0;TRAFFIC;2018-03-15;Queens
U59PCV;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-06;New York City
HHL8979;71;65.0;TRAFFIC;2019-07-24;Queens
R92LWN;38;65.0;TRAFFIC;2019-10-19;New York City
DYZ6782;37;35.0;TRAFFIC;2022-01-12;Queens
JCF8171;53;115.0;TRAFFIC;2020-01-07;Queens
DGZ8086;71;65.0;TRAFFIC;2016-12-02;Richmond
6BM3644;5;100.0;DEPARTMENT OF TRANSPORTATION;2021-10-03;New York City
JAD8069;38;35.0;TRAFFIC;2021-11-02;Queens
KDD2154;14;115.0;TRAFFIC;2021-06-21;Kings
65148MM;20;65.0;TRAFFIC;2023-07-06;New York City
28434MK;18;115.0;TRAFFIC;2017-08-12;New York City
9VL294;38;35.0;TRAFFIC;2020-11-10;Queens
KLH2373;40;115.0;TRAFFIC;2021-08-05;Kings
P66MBY;31;115.0;TRAFFIC;2022-08-26;Queens
22885ME;20;60.0;TRAFFIC;2018-07-13;New York City
FHV3972;71;65.0;TRAFFIC;2017-01-17;Queens
KNP5373;46;115.0;TRAFFIC;2022-03-31;Queens
HXY7669;38;35.0;TRAFFIC;2019-03-13;Kings
GRV2765;38;35.0;TRAFFIC;2016-10-22;Kings
JFS4865;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-14;Kings
71572MD;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-03-31;Kings
KHA4355;21;65.0;TRAFFIC;2022-10-20;Kings
F32GKG;37;35.0;TRAFFIC;2018-09-22;Bronx
ECA1032;14;115.0;TRAFFIC;2017-09-30;Kings
GMS1444;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-05-17;Queens
ALU2332;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-02;Queens
GYV9503;14;115.0;TRAFFIC;2018-07-24;Queens
KEJ6379;71;65.0;TRAFFIC;2020-12-01;Kings
GYY1808;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-05-02;Bronx
B49KAG;14;115.0;TRAFFIC;2018-12-10;New York City
29829JY;38;65.0;TRAFFIC;2017-10-19;New York City
KDK9155;37;35.0;TRAFFIC;2022-06-22;Queens
P92FCD;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-02-17;Kings
GTJ4915;74;65.0;TRAFFIC;2017-02-13;Kings
1P84H;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-02-10;New York City
GEB4517;20;60.0;TRAFFIC;2019-05-30;Queens
KGH1261;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-02-21;New York City
J3063R;21;65.0;DEPARTMENT OF SANITATION;2023-09-07;New York City
KPU1307;19;115.0;TRAFFIC;2022-04-16;Queens
KTB1082;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-03;Kings
GKE1511;20;60.0;TRAFFIC;2018-09-14;Bronx
KZZ5868;70;65.0;TRAFFIC;2023-03-18;Bronx
Y848329;21;45.0;TRAFFIC;2016-06-11;Kings
AE631H;14;115.0;TRAFFIC;2016-08-15;Kings
JCY6914;46;115.0;TRAFFIC;2018-12-08;Queens
HMJ7301;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-04-15;Kings
ASH496;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-13;Queens
HSS6682;38;35.0;TRAFFIC;2017-11-20;Kings
HLK8410;74;65.0;TRAFFIC;2018-04-17;Richmond
HYG6610;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-15;Kings
KMG5306;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-17;Kings
KKY7097;71;65.0;TRAFFIC;2022-05-26;Kings
KHF5111;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-03;Kings
42632MG;69;65.0;TRAFFIC;2016-10-28;New York City
N85CUH;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-05;Bronx
GAR3937;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-17;New York City
HWB5507;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-14;Bronx
T792397C;46;115.0;POLICE DEPARTMENT;2019-07-21;Kings
681XWB;21;45.0;TRAFFIC;2017-08-10;Kings
GWR6946;20;65.0;TRAFFIC;2017-04-08;New York City
DPD7881;40;115.0;TRAFFIC;2016-05-09;Queens
LAH2886;98;95.0;POLICE DEPARTMENT;2023-08-25;Bronx
ALX1044;71;65.0;TRAFFIC;2019-09-13;Bronx
T636778C;5;115.0;DEPARTMENT OF TRANSPORTATION;2017-02-14;Bronx
ASL6192;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-23;Queens
GUJ5534;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-09;Kings
46749MN;18;115.0;TRAFFIC;2020-12-07;New York City
HWS2403;71;65.0;TRAFFIC;2022-03-15;Queens
Y50EHT;68;60.0;TRAFFIC;2021-06-16;Richmond
JLR7095;16;95.0;TRAFFIC;2023-07-12;Kings
KPR1784;46;115.0;TRAFFIC;2023-05-22;New York City
JBJ7160;21;65.0;TRAFFIC;2020-02-11;New York City
GDW5280;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-04;New York City
FWV1041;46;115.0;TRAFFIC;2017-06-17;Kings
GBD2269;46;115.0;POLICE DEPARTMENT;2015-02-05;New York City
T767217C;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-04;New York City
32054NA;20;65.0;TRAFFIC;2021-04-07;New York City
MBL7506;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-03;Kings
HFV9259;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-07-31;Kings
HRA4436;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-26;Kings
UXA6311;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-29;Kings
KJB3334;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-18;Kings
KPZ4566;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-23;Kings
DV38622;16;95.0;TRAFFIC;2020-03-06;New York City
HYH8212;70;65.0;TRAFFIC;2018-07-03;Queens
HWW6229;14;115.0;TRAFFIC;2018-06-21;Queens
HRA9454;40;115.0;TRAFFIC;2018-03-30;Queens
GKM2632;21;65.0;TRAFFIC;2023-11-21;New York City
K431DY;14;115.0;TRAFFIC;2017-07-16;Kings
KNM7318;38;35.0;TRAFFIC;2023-08-23;Bronx
GRN1484;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-02;Kings
B15RGJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-10;Queens
S87RXW;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-10;Queens
KPS6028;19;115.0;TRAFFIC;2023-01-14;Richmond
GJX1305;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-08-07;Queens
JEL6610;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-02;Kings
35256PC;46;115.0;TRAFFIC;2018-11-01;New York City
54855MN;69;65.0;TRAFFIC;2023-01-05;New York City
HFV3240;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-11;Queens
KNF8518;38;35.0;TRAFFIC;2023-05-11;Kings
46059PC;14;115.0;TRAFFIC;2017-08-05;New York City
KKD3207;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-03;New York City
BB555K;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-09-19;Kings
8XBD60;37;65.0;TRAFFIC;2019-09-18;New York City
KAE2489;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-09;Queens
GYB6245;40;115.0;TRAFFIC;2017-02-23;Queens
FLV9349;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-09;Kings
56133ME;69;65.0;TRAFFIC;2016-08-30;New York City
LBSVAG;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-23;New York City
CIM9270;38;35.0;TRAFFIC;2020-10-01;Kings
58572MM;47;115.0;TRAFFIC;2020-02-20;New York City
JKA9326;40;115.0;TRAFFIC;2022-06-04;Bronx
KTE5350;21;45.0;TRAFFIC;2019-01-18;Kings
16211TC;14;115.0;TRAFFIC;2017-09-19;New York City
92364MH;42;65.0;TRAFFIC;2016-10-25;New York City
KHM1069;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-09;Queens
KXM3002;38;35.0;TRAFFIC;2023-05-16;Bronx
HDF4733;38;35.0;TRAFFIC;2016-12-10;Kings
AG27305;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-01;Richmond
Z48FNR;20;60.0;TRAFFIC;2017-04-25;Queens
KNF2333;21;65.0;TRAFFIC;2022-05-27;Bronx
21900MC;5;115.0;DEPARTMENT OF TRANSPORTATION;2016-08-02;Kings
HDY5415;21;45.0;TRAFFIC;2016-09-26;Queens
GWG8061;38;35.0;TRAFFIC;2019-10-17;Kings
T635993C;21;65.0;DEPARTMENT OF SANITATION;2021-05-06;New York City
GZL8872;40;115.0;TRAFFIC;2020-06-23;Queens
KLV6528;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-11;Queens
DZIH58;21;45.0;TRAFFIC;2019-07-01;Bronx
HDS8263;37;35.0;TRAFFIC;2019-01-25;Kings
RANAUSA;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-06;Kings
JBB9474;38;65.0;TRAFFIC;2020-10-22;New York City
KDT5072;50;115.0;TRAFFIC;2021-05-08;Kings
HTV6059;11;115.0;TRAFFIC;2018-11-08;New York City
GKY3554;74;65.0;TRAFFIC;2018-05-16;Queens
T778542C;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-15;New York City
HBE9252;38;35.0;TRAFFIC;2023-07-21;Bronx
25075MB;21;65.0;TRAFFIC;2019-07-15;New York City
HHM2098;21;65.0;TRAFFIC;2021-10-04;New York City
AYW1615;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-23;Bronx
T714451C;5;115.0;DEPARTMENT OF TRANSPORTATION;2018-11-10;New York City
KLH3791;38;35.0;TRAFFIC;2021-10-13;Bronx
HKN6920;37;35.0;TRAFFIC;2017-04-03;Queens
KNF2507;38;35.0;TRAFFIC;2023-07-14;Kings
JGX6903;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-29;Queens
GWU9038;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-11-09;Richmond
JHN2871;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-18;Queens
38093MH;20;65.0;TRAFFIC;2022-08-01;New York City
JTH0130;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-30;Queens
JMF3123;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-11;New York City
KKW8172;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-10;Richmond
VTR5864;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-10;Kings
FRP7074;7;50.0;DEPARTMENT OF TRANSPORTATION;2016-06-10;Kings
97BF70;21;45.0;TRAFFIC;2020-01-15;Queens
39018MD;40;115.0;TRAFFIC;2017-03-11;New York City
GWJ2873;37;35.0;TRAFFIC;2017-09-01;Queens
GNF2326;21;45.0;TRAFFIC;2014-09-03;New York City
61765MJ;61;45.0;TRAFFIC;2019-08-19;Richmond
CLN9738;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-08;Queens
465WYV;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-26;Kings
99097;19;115.0;TRAFFIC;2017-05-01;New York City
HPN3908;40;115.0;TRAFFIC;2017-09-11;Queens
DWC2999;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-05;Queens
99085JM;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-12-16;Queens
R89NJR;40;115.0;TRAFFIC;2021-06-23;Bronx
HMA7040;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-14;Bronx
HVZ7242;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-21;Kings
JGX7544;5;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-18;New York City
KRZ8727;48;115.0;TRAFFIC;2021-12-07;Bronx
KSC6288;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-07;Queens
GVA5944;20;60.0;TRAFFIC;2022-06-06;New York City
KLH3850;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-04;Bronx
V771NL;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-26;Kings
72007MM;69;65.0;TRAFFIC;2019-08-17;New York City
HEA9895;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-04-12;Bronx
DZY8050;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-05;Kings
23370NC;82;115.0;TRAFFIC;2023-10-19;New York City
EFC1276;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-11;Richmond
JAJ5647;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-19;Kings
22TN48;38;65.0;TRAFFIC;2019-08-09;New York City
GWE6485;37;65.0;TRAFFIC;2016-04-14;New York City
X14HKT;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-11;Kings
KDW9457;21;65.0;TRAFFIC;2021-12-30;New York City
KGF9276;5;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-19;Kings
KEL5558;37;35.0;TRAFFIC;2022-04-23;Queens
GTX3493;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-07-20;Bronx
GCD2283;71;65.0;TRAFFIC;2018-02-07;Bronx
KFD8744;21;65.0;TRAFFIC;2022-07-12;New York City
Z507471;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-11-09;Queens
KWN2135;19;115.0;TRAFFIC;2022-08-10;Queens
JFM1052;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-22;Queens
CNS5753;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-17;Kings
KEJ5945;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-26;Kings
FDN6665;37;35.0;TRAFFIC;2018-04-06;Queens
63995ML;20;65.0;TRAFFIC;2019-10-28;New York City
JPH1243;21;65.0;TRAFFIC;2022-10-04;Bronx
LNC0563;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-30;Kings
HNP3204;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-18;Bronx
HCG7857;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-03-22;Richmond
HSA7781;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-09;Queens
U45PVK;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-28;Queens
GLB8361;48;115.0;TRAFFIC;2018-02-14;New York City
GTJ3975;71;65.0;TRAFFIC;2017-04-13;Kings
HSJ7099;40;115.0;POLICE DEPARTMENT;2020-02-01;Bronx
JPF5200;50;115.0;TRAFFIC;2020-09-17;Bronx
JJH9254;37;35.0;TRAFFIC;2021-01-16;Bronx
KEJ3370;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-10;Queens
12246MG;17;95.0;TRAFFIC;2021-02-13;New York City
Y20GJE;38;35.0;TRAFFIC;2022-08-31;New York City
DZZ6124;70;65.0;TRAFFIC;2018-07-14;New York City
GVV6849;38;35.0;TRAFFIC;2020-10-28;Queens
KMN1917;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-08;Queens
70TM86;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-11-14;Queens
X22JGZ;9;115.0;TRAFFIC;2017-11-28;New York City
EBW6227;40;115.0;TRAFFIC;2017-09-06;Kings
59845MK;69;65.0;TRAFFIC;2020-03-10;New York City
D35FWC;38;35.0;TRAFFIC;2020-10-15;Queens
AVM3094;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-05-17;Queens
KGL3073;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-21;Kings
HES1081;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-01;Bronx
JHN6018;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-12;Kings
P15JNY;74;65.0;TRAFFIC;2020-09-15;Queens
82247NB;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-19;Queens
AND5678;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-05;New York City
FSH6819;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-01;Queens
FBG8103;40;115.0;TRAFFIC;2019-03-20;Queens
92805MJ;51;115.0;TRAFFIC;2018-08-21;Richmond
HGF8717;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-10-16;Queens
HLC7934;14;115.0;POLICE DEPARTMENT;2017-02-20;New York City
JBN7041;40;115.0;TRAFFIC;2019-01-04;Bronx
T786535C;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-31;Kings
F10KFF;21;45.0;TRAFFIC;2018-11-19;Queens
W27JKU;16;95.0;TRAFFIC;2021-05-23;New York City
KMC1822;70;65.0;TRAFFIC;2023-07-11;Bronx
26894MD;46;115.0;TRAFFIC;2019-06-03;New York City
U75EPJ;20;60.0;HEALTH AND HOSPITAL CORP. POLICE;2023-08-30;Kings
EUS2028;38;35.0;TRAFFIC;2019-04-16;Queens
KTG1687;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-10;Kings
JEX7411;21;65.0;TRAFFIC;2022-02-15;Kings
HUZ1311;71;65.0;TRAFFIC;2022-07-14;Queens
E43NBM;40;115.0;TRAFFIC;2023-02-27;New York City
77054MN;46;115.0;TRAFFIC;2020-09-17;Bronx
KGN8530;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-16;Queens
USF6717;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-02-18;Kings
JGX6530;38;35.0;TRAFFIC;2020-08-22;Kings
HAY8654;40;115.0;TRAFFIC;2016-05-22;Bronx
KXB7665;5;100.0;DEPARTMENT OF TRANSPORTATION;2022-12-23;New York City
AH766A;19;115.0;TRAFFIC;2017-04-17;Queens
KFM5402;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-23;Kings
HHM3243;21;45.0;DEPARTMENT OF SANITATION;2017-07-21;Kings
JAD7990;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-12;Richmond
JPW2368;74;65.0;TRAFFIC;2020-11-18;Queens
HXX8015;38;35.0;TRAFFIC;2018-10-17;Queens
MYERYTHG;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-15;Kings
T703561C;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-02-08;New York City
JMZ5962;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-02;Queens
KFA4411;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-21;Queens
T758084C;71;65.0;TRAFFIC;2018-09-18;Bronx
XFPT44;19;115.0;TRAFFIC;2017-11-29;New York City
HXV4745;70;65.0;TRAFFIC;2022-04-04;Queens
DFV1669;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-09-22;Queens
GJZ4484;21;45.0;TRAFFIC;2016-12-06;Queens
AR989E;69;65.0;TRAFFIC;2016-09-17;New York City
EWR2865;38;65.0;TRAFFIC;2018-08-11;New York City
GYD6545;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-28;Kings
T439DD;71;65.0;TRAFFIC;2018-05-01;Bronx
HYR4304;21;65.0;TRAFFIC;2021-11-19;Queens
HMM5098;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-17;Kings
47948MN;40;115.0;TRAFFIC;2020-08-27;New York City
GJZ1338;71;65.0;TRAFFIC;2016-06-04;Queens
93BF31;51;115.0;TRAFFIC;2022-02-18;New York City
UQL416;21;65.0;TRAFFIC;2022-03-31;Queens
ZJD8750;14;115.0;TRAFFIC;2016-08-02;New York City
HRA5851;21;45.0;TRAFFIC;2017-08-08;Queens
JGW7914;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-23;Queens
GHL1698;40;115.0;TRAFFIC;2018-10-26;Kings
C348817;69;65.0;TRAFFIC;2023-06-30;New York City
HPD6141;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-19;Queens
JKX5437;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-12;Queens
JME9490;20;65.0;TRAFFIC;2019-10-14;New York City
HRU7233;48;115.0;POLICE DEPARTMENT;2020-02-29;New York City
XJHD58;69;65.0;TRAFFIC;2023-10-27;New York City
FHP8287;40;115.0;TRAFFIC;2018-12-30;Queens
A21FBE;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-02-09;New York City
XBS32;46;115.0;TRAFFIC;2014-06-01;New York City
GHF6984;14;115.0;TRAFFIC;2019-01-21;New York City
JNK3266;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-10;Queens
KEV9476;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-02;Richmond
19ML60;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-30;Queens
ELY5918;71;65.0;TRAFFIC;2022-08-27;Bronx
JME2429;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-09;Kings
JML4565;40;115.0;TRAFFIC;2020-05-30;Queens
73105MM;69;65.0;TRAFFIC;2022-06-09;New York City
25379MJ;21;65.0;TRAFFIC;2017-01-14;New York City
POPROCKS;37;35.0;TRAFFIC;2018-01-19;New York City
8EE2540;40;115.0;TRAFFIC;2022-03-10;Queens
ETB8846;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-09;Queens
60976MK;37;35.0;TRAFFIC;2019-02-19;Queens
AC60966;20;65.0;TRAFFIC;2023-04-18;New York City
JEN5127;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-25;Kings
G24FBA;20;65.0;TRAFFIC;2021-12-09;New York City
XAKG61;21;45.0;TRAFFIC;2016-08-29;New York City
HBB3887;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-11;Kings
91866MG;47;115.0;TRAFFIC;2021-02-26;New York City
AJ59211;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-13;New York City
GJS2524;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-01-26;Richmond
GEG8281;74;65.0;TRAFFIC;2016-07-22;Kings
36535MM;47;115.0;TRAFFIC;2022-05-04;New York City
GLJ9488;21;45.0;TRAFFIC;2018-08-16;Kings
KJL7077;21;65.0;TRAFFIC;2022-05-10;Bronx
8847ZD;21;65.0;TRAFFIC;2023-02-15;Queens
VG97;14;115.0;TRAFFIC;2016-09-29;New York City
HVC4469;5;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-31;Queens
AJ20680;37;35.0;TRAFFIC;2018-09-15;Kings
GYA7356;37;35.0;TRAFFIC;2016-05-04;Queens
GSD2473;21;45.0;TRAFFIC;2017-03-06;New York City
KXD3207;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-14;Queens
JMA5854;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-23;Bronx
FYJ7821;71;65.0;TRAFFIC;2018-09-21;Queens
32297MA;10;115.0;TRAFFIC;2019-10-15;New York City
GJZ9709;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-07-19;Richmond
T731091C;40;115.0;TRAFFIC;2017-10-12;New York City
JCF1074;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-24;Bronx
AW68444;21;45.0;TRAFFIC;2020-02-11;Bronx
EVKP65;31;115.0;TRAFFIC;2016-04-25;New York City
XJJA29;21;65.0;TRAFFIC;2020-07-22;New York City
86303MJ;46;115.0;TRAFFIC;2023-08-22;New York City
K26HMJ;16;95.0;TRAFFIC;2017-08-26;New York City
557309T;21;65.0;TRAFFIC;2023-10-16;Bronx
E40KRV;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-27;Queens
JGW7776;71;65.0;TRAFFIC;2022-10-31;Kings
HUC9184;14;115.0;TRAFFIC;2020-11-21;New York City
KYV3827;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-10;Queens
P25RMV;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-09;Queens
GCK3833;38;35.0;TRAFFIC;2021-08-04;Queens
FFE1933;21;45.0;TRAFFIC;2020-01-09;Kings
FCN4702;16;95.0;TRAFFIC;2016-08-24;New York City
922QYZ;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-18;Queens
GNR7729;21;45.0;TRAFFIC;2019-09-06;Queens
VRT1146;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-04-07;Queens
FLH9518;39;60.0;TRAFFIC;2012-11-30;Bronx
H11KPJ;31;115.0;POLICE DEPARTMENT;2019-10-21;New York City
FPP8382;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-08;Queens
EKZ6226;37;35.0;TRAFFIC;2018-11-10;Kings
AU881S;19;115.0;TRAFFIC;2022-04-07;New York City
KMY6185;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-13;Queens
11518ML;14;115.0;TRAFFIC;2018-07-08;New York City
EUY9552;31;115.0;TRAFFIC;2021-10-11;New York City
C184250;20;65.0;TRAFFIC;2022-04-20;New York City
XCFT59;51;115.0;TRAFFIC;2016-05-03;Queens
GRN7535;70;65.0;TRAFFIC;2016-05-25;Queens
HWC1400;37;35.0;TRAFFIC;2018-11-08;Queens
17633MN;40;115.0;TRAFFIC;2022-09-27;Kings
HLN2277;5;50.0;DEPARTMENT OF TRANSPORTATION;2023-12-05;Queens
Y38JUY;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-09-06;Richmond
KWK5054;14;115.0;TRAFFIC;2022-04-15;Bronx
KER7075;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-04;Queens
GVA2115;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-11;Kings
KFS6107;21;65.0;TRAFFIC;2021-12-20;Kings
94160NB;69;65.0;TRAFFIC;2022-05-12;New York City
T737361C;20;65.0;OTHER/UNKNOWN AGENCIES;2017-11-15;New York City
2808VH;46;115.0;TRAFFIC;2017-10-03;Kings
HFL1865;24;60.0;TRAFFIC;2016-10-26;Kings
EEIKEE;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-09;Bronx
XMHN63;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-24;Queens
ASV3977;21;65.0;TRAFFIC;2023-11-29;Queens
KVX2192;38;65.0;TRAFFIC;2022-08-06;New York City
51929MJ;20;65.0;TRAFFIC;2023-01-17;New York City
HNU1779;37;35.0;TRAFFIC;2017-06-14;Kings
HXF6353;21;45.0;TRAFFIC;2020-02-11;Kings
KYA2925;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-11;Bronx
ESU7756;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-09-26;Kings
HDM6799;21;65.0;TRAFFIC;2018-04-19;New York City
HHL8133;14;115.0;TRAFFIC;2021-12-30;New York City
XAFS73;46;115.0;TRAFFIC;2017-03-10;New York City
1EM4146;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-21;Queens
EJE6234;70;65.0;TRAFFIC;2017-01-23;Queens
XDTB79;20;65.0;TRAFFIC;2018-01-20;New York City
HZK8067;38;35.0;TRAFFIC;2023-04-24;Bronx
HFF6327;14;115.0;TRAFFIC;2019-11-29;Queens
Y30NEH;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-05;Queens
ECC7440;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-21;Queens
11407V;21;65.0;TRAFFIC;2023-04-15;New York City
HFK6136;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-02-28;Queens
G95KFS;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-02-23;New York City
KRW6970;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-21;Queens
3EJ6936;38;35.0;TRAFFIC;2023-02-17;Queens
T722579C;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-01-30;Kings
JCB8512;14;115.0;TRAFFIC;2019-06-27;Kings
